!RNX Dual-Polarized Feed Calibration Data
!Created: 20250709T114702ZZ
!Operator: SYSTEM
!Equipment:
!  Signal_Generator: DEFAULT_SG_SN:SN00000
!  Spectrum_Analyzer: DEFAULT_SA_SN:SN00000
!  Antenna: DEFAULT_ANT_SN:SN00000
!Environment: 25.0C, 50.0%RH
!Frequency:
!  Start: 8 GHz
!  Stop: 40 GHz
!  Step: 0.01 GHz
!  Points: 3201
!Data Columns:
!  1: Frequency(GHz)
!  2: X_Theta(dB)
!  3: X_Phi(dB)
!  4: Ku_Theta(dB)
!  5: Ku_Phi(dB)
!  6: K_Theta(dB)
!  7: K_Phi(dB)
!  8: Ka_Theta(dB)
!  9: Ka_Phi(dB)
Frequency(GHz),X_Theta,X_Phi,Ku_Theta,Ku_Phi,K_Theta,K_Phi,Ka_Theta,Ka_Phi
30.510,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
30.520,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
30.530,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
30.540,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
30.550,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
30.560,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
30.570,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
30.580,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
30.590,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
30.600,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
30.610,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
30.620,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
30.630,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
30.640,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
30.650,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
30.660,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
30.670,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
30.680,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
30.690,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
30.700,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
30.710,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
30.720,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
30.730,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
30.740,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
30.750,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
30.760,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
30.770,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
30.780,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
30.790,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
30.800,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
30.810,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
30.820,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
30.830,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
30.840,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
30.850,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
30.860,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
30.870,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
30.880,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
30.890,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
30.900,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
30.910,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
30.920,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
30.930,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
30.940,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
30.950,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
30.960,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
30.970,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
30.980,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
30.990,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
31.000,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
31.010,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
31.020,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
31.030,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
31.040,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
31.050,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
31.060,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
31.070,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
31.080,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
31.090,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
31.100,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
31.110,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
31.120,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
31.130,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
31.140,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
31.150,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
31.160,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
31.170,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
31.180,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
31.190,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
31.200,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
31.210,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
31.220,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
31.230,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
31.240,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
31.250,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
31.260,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
31.270,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
31.280,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
31.290,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
31.300,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
31.310,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
31.320,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
31.330,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
31.340,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
31.350,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
31.360,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
31.370,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
31.380,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
31.390,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
31.400,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
31.410,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
31.420,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
31.430,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
31.440,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
31.450,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
31.460,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
31.470,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
31.480,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
31.490,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
31.500,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
31.510,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
31.520,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
31.530,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
31.540,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
31.550,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
31.560,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
31.570,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
31.580,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
31.590,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
31.600,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
31.610,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
31.620,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
31.630,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
31.640,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
31.650,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
31.660,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
31.670,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
31.680,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
31.690,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
31.700,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
31.710,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
31.720,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
31.730,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
31.740,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
31.750,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
31.760,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
31.770,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
31.780,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
31.790,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
31.800,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
31.810,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
31.820,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
31.830,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
31.840,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
31.850,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
31.860,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
31.870,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
31.880,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
31.890,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
31.900,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
31.910,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
31.920,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
31.930,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
31.940,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
31.950,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
31.960,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
31.970,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
31.980,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
31.990,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
32.000,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
32.010,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
32.020,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
32.030,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
32.040,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
32.050,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
32.060,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
32.070,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
32.080,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
32.090,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
32.100,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
32.110,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
32.120,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
32.130,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
32.140,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
32.150,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
32.160,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
32.170,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
32.180,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
32.190,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
32.200,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
32.210,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
32.220,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
32.230,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
32.240,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
32.250,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
32.260,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
32.270,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
32.280,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
32.290,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
32.300,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
32.310,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
32.320,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
32.330,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
32.340,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
32.350,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
32.360,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
32.370,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
32.380,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
32.390,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
32.400,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
32.410,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
32.420,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
32.430,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
32.440,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
32.450,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
32.460,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
32.470,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
32.480,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
32.490,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
32.500,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
32.510,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
32.520,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
32.530,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
32.540,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
32.550,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
32.560,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
32.570,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
32.580,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
32.590,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
32.600,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
32.610,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
32.620,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
32.630,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
32.640,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
32.650,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
32.660,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
32.670,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
32.680,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
32.690,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
32.700,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
32.710,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
32.720,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
32.730,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
32.740,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
32.750,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
32.760,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
32.770,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
32.780,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
32.790,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
32.800,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
32.810,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
32.820,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
32.830,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
32.840,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
32.850,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
32.860,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
32.870,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
32.880,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
32.890,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
32.900,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
32.910,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
32.920,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
32.930,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
32.940,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
32.950,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
32.960,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
32.970,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
32.980,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
32.990,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
33.000,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
33.010,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
33.020,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
33.030,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
33.040,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
33.050,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
33.060,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
33.070,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
33.080,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
33.090,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
33.100,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
33.110,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
33.120,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
33.130,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
33.140,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
33.150,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
33.160,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
33.170,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
33.180,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
33.190,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
33.200,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
33.210,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
33.220,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
33.230,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
33.240,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
33.250,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
33.260,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
33.270,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
33.280,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
33.290,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
33.300,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
33.310,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
33.320,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
33.330,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
33.340,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
33.350,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
33.360,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
33.370,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
33.380,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
33.390,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
33.400,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
33.410,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
33.420,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
33.430,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
33.440,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
33.450,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
33.460,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
33.470,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
33.480,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
33.490,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
33.500,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
33.510,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
33.520,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
33.530,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
33.540,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
33.550,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
33.560,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
33.570,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
33.580,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
33.590,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
33.600,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
33.610,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
33.620,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
33.630,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
33.640,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
33.650,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
33.660,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
33.670,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
33.680,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
33.690,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
33.700,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
33.710,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
33.720,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
33.730,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
33.740,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
33.750,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
33.760,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
33.770,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
33.780,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
33.790,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
33.800,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
33.810,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
33.820,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
33.830,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
33.840,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
33.850,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
33.860,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
33.870,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
33.880,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
33.890,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
33.900,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
33.910,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
33.920,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
33.930,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
33.940,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
33.950,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
33.960,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
33.970,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
33.980,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
33.990,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
34.000,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
34.010,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
34.020,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
34.030,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
34.040,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
34.050,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
34.060,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
34.070,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
34.080,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
34.090,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
34.100,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
34.110,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
34.120,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
34.130,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
34.140,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
34.150,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
34.160,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
34.170,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
34.180,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
34.190,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
34.200,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
34.210,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
34.220,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
34.230,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
34.240,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
34.250,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
34.260,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
34.270,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
